PROTID	m.ID	concat.id	KO.1	KO.GENE.1	DESCRIPTION.1	KO.EC.1	SCORE.KO.1	KO.2	KO.GENE.2	DESCRIPTION.2	SCORE.KO.2		KO.ALL	MET.PATH.1	MET.PATH.2	UNIPROT.ID	UNIPROT.DESC	Ca_BIND	GO.ONTOLOGY	BP.GO.ONTOLOGY
lcl|c214535_g1_i1|m.3520	m.3520	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]** [] (m.3520)														A0A3M6V483	Uncharacterized protein		integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	
lcl|c214539_g3_i1|m.3522	m.3522	 pre-mRNA-processing factor 19  [PRPF19] (m.3522)	K10599	PRPF19	 pre-mRNA-processing factor 19 	[EC:2.3.2.27]	404						K10599	"Ubiquitin mediated proteolysis, Spliceosome"		A0A2B4SMJ4	Pre-mRNA-processing factor 19		"Prp19 complex [GO:0000974]; ubiquitin protein ligase activity [GO:0061630]; DNA repair [GO:0006281]; mRNA splicing, via spliceosome [GO:0000398]"	"DNA repair [GO:0006281]; mRNA splicing, via spliceosome [GO:0000398]"
lcl|c214556_g2_i3|m.3526	m.3526	 translation initiation factor 3 subunit K [EIF3K] (m.3526)	K15028	EIF3K	 translation initiation factor 3 subunit K		152						K15028			A0A3M6T4I2	Eukaryotic translation initiation factor 3 subunit K (eIF3k) (eIF-3 p25)		eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; ribosome binding [GO:0043022]; translation initiation factor activity [GO:0003743]; formation of cytoplasmic translation initiation complex [GO:0001732]; regulation of translational initiation [GO:0006446]	formation of cytoplasmic translation initiation complex [GO:0001732]; regulation of translational initiation [GO:0006446]
lcl|c214559_g9_i1|m.3528	m.3528	 Ran-binding protein 1 [RANBP1] (m.3528)	K15306	RANBP1	 Ran-binding protein 1		78						K15306	"Human T-cell leukemia virus 1 infection, Viral carcinogenesis"		A0A2B4SV05	Ran-specific GTPase-activating protein		intracellular transport [GO:0046907]	intracellular transport [GO:0046907]
lcl|c214573_g3_i1|m.3534	m.3534	 tripartite motif-containing protein 71  [TRIM71] (m.3534)	K12035	TRIM71	 tripartite motif-containing protein 71 	[EC:2.3.2.27]	20						K12035	"Axon regeneration, MicroRNAs in cancer"		A0A3M6UZB8	Uncharacterized protein			
lcl|c214584_g4_i1|m.3540	m.3540	 Ras-related protein Rab-11A [RAB11A] (m.3540)	K07904	RAB11A	 Ras-related protein Rab-11A		86						K07904	"Endocytosis, Endocrine and other factor-regulated calcium reabsorption, Vasopressin-regulated water reabsorption, Pancreatic secretion, Influenza A"		A0A2B4SC57	Ras-related protein RABA1b		GTP binding [GO:0005525]; GTPase activity [GO:0003924]	
lcl|c214602_g8_i1|m.3549	m.3549	 cytochrome c oxidase subunit 7a [COX7A] (m.3549)	K02270	COX7A	 cytochrome c oxidase subunit 7a		26						K02270	"Oxidative phosphorylation, Thermogenesis, Metabolic pathways, Cardiac muscle contraction, Non-alcoholic fatty liver disease, Alzheimer disease, Parkinson disease, Amyotrophic lateral sclerosis, Huntington disease"		A0A3M6UKU6	Uncharacterized protein (Fragment)		integral component of membrane [GO:0016021]; cytochrome-c oxidase activity [GO:0004129]	
lcl|c214652_g1_i3|m.3567	m.3567	 glycine N-methyltransferase  [GNMT] (m.3567)	K00552	GNMT	 glycine N-methyltransferase 	[EC:2.1.1.20]	193						K00552	"Glycine, serine and threonine metabolism, Metabolic pathways"		A0A2B4RQG9	Glycine N-methyltransferase		glycine N-methyltransferase activity [GO:0017174]; methylation [GO:0032259]	methylation [GO:0032259]
lcl|c214652_g2_i1|m.3569	m.3569	 CDGSH iron-sulfur domain-containing protein 2 [CISD2] (m.3569)	K23882	CISD2	 CDGSH iron-sulfur domain-containing protein 2		106						K23882			A0A2B4ST79	CDGSH iron-sulfur domain-containing protein 2		"integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; 2 iron, 2 sulfur cluster binding [GO:0051537]"	
lcl|c214653_g2_i1|m.3571	m.3571	* [] (m.3571)		GNA12	 guanine nucleotide-binding protein subunit alpha-12		246	K04639			34		K04346			A0A3M6TAJ0	Uncharacterized protein		G protein-coupled receptor binding [GO:0001664]; G-protein beta/gamma-subunit complex binding [GO:0031683]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; G protein-coupled receptor signaling pathway [GO:0007186]; Rho protein signal transduction [GO:0007266]	G protein-coupled receptor signaling pathway [GO:0007186]; Rho protein signal transduction [GO:0007266]
lcl|c214656_g8_i1|m.3574	m.3574	ADF-H domain-containing protein* [] (m.3574)					133									A0A3M6TH53	ADF-H domain-containing protein		actin binding [GO:0003779]; Arp2/3 complex binding [GO:0071933]; negative regulation of Arp2/3 complex-mediated actin nucleation [GO:0034316]	negative regulation of Arp2/3 complex-mediated actin nucleation [GO:0034316]
lcl|c214667_g2_i8|m.3577	m.3577	 serine/threonine-protein kinase OSR1/STK39  [OXSR1] (m.3577)	K08835	OXSR1	 serine/threonine-protein kinase OSR1/STK39 	[EC:2.7.11.1]	292						K08835							
lcl|c214670_g8_i2|m.3578	m.3578	 myoferlin [MYOF] (m.3578)	K22125	MYOF	 myoferlin		29						K22125			A0A3M6UWT0	Uncharacterized protein (Fragment)		integral component of membrane [GO:0016021]; myoblast fusion [GO:0007520]	myoblast fusion [GO:0007520]
lcl|c214688_g4_i2|m.3611	m.3611	 maternal embryonic leucine zipper kinase  [MELK] (m.3611)	K08799	MELK	 maternal embryonic leucine zipper kinase 	[EC:2.7.11.1]	26						K08799							
lcl|c214691_g1_i1|m.3614	m.3614	 PDZ domain-containing protein GIPC [GIPC] (m.3614)	K20056	GIPC	 PDZ domain-containing protein GIPC		169						K20056			A0A2B4SD12	PDZ domain-containing protein GIPC1			
lcl|c214714_g4_i1|m.3630	m.3630	* [] (m.3630)					2													
lcl|c214720_g1_i1|m.3639	m.3639	 beta-galactosidase  [GLB1] (m.3639)	K12309	GLB1	 beta-galactosidase 	[EC:3.2.1.23]	79						K12309	"Glycosphingolipid biosynthesis - ganglio series, Lysosome, Sphingolipid metabolism, Other glycan degradation, Glycosaminoglycan degradation, Galactose metabolism, Metabolic pathways"		A0A3M6US88	Beta-galactosidase (EC 3.2.1.23)		beta-galactosidase activity [GO:0004565]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]
lcl|c214720_g2_i1|m.3640	m.3640	 beta-galactosidase  [GLB1] (m.3640)	K12309	GLB1	 beta-galactosidase 	[EC:3.2.1.23]	56						K12309	"Glycosphingolipid biosynthesis - ganglio series, Lysosome, Sphingolipid metabolism, Other glycan degradation, Glycosaminoglycan degradation, Galactose metabolism, Metabolic pathways"						
lcl|c214737_g6_i1|m.3641	m.3641	 transcriptional enhancer factor [TEAD] (m.3641)	K09448	TEAD	 transcriptional enhancer factor		133						K09448	"MAPK signaling pathway - yeast, Hippo signaling pathway, Hippo signaling pathway - fly, Hippo signaling pathway - multiple species"		A0A2B4SHR3	Transcriptional enhancer factor TEF-1		nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; hippo signaling [GO:0035329]	hippo signaling [GO:0035329]
lcl|c214738_g1_i1|m.3645	m.3645	 lysophospholipase III  [LYPLA3] (m.3645)	K06129	LYPLA3	 lysophospholipase III 	[EC:3.1.1.5]	203						K06129	"Glycerophospholipid metabolism, Lysosome"		A0A2B4SD67	Group XV phospholipase A2		O-acyltransferase activity [GO:0008374]; lipid metabolic process [GO:0006629]	lipid metabolic process [GO:0006629]
lcl|c214766_g5_i2|m.3659	m.3659	 NADH dehydrogenase (ubiquinone) Fe-S protein 6 [NDUFS6] (m.3659)	K03939	NDUFS6	 NADH dehydrogenase (ubiquinone) Fe-S protein 6		62						K03939	"Oxidative phosphorylation, Thermogenesis, Retrograde endocannabinoid signaling, Metabolic pathways, Non-alcoholic fatty liver disease, Alzheimer disease, Parkinson disease, Amyotrophic lateral sclerosis, Huntington disease"		A0A3M6TPA8	zf-CHCC domain-containing protein (Fragment)		"mitochondrial respiratory chain complex I [GO:0005747]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]"	"mitochondrial electron transport, NADH to ubiquinone [GO:0006120]"
lcl|c214817_g2_i1|m.3680	m.3680	 flap endonuclease-1  [FEN1] (m.3680)	K04799	FEN1	 flap endonuclease-1 	[EC:3.-.-.-]	215						K04799	"DNA replication, Base excision repair, Non-homologous end-joining"		A0A2B4SWQ7	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (Flap structure-specific endonuclease 1)		"mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; 5'-3' exonuclease activity [GO:0008409]; 5'-flap endonuclease activity [GO:0017108]; DNA binding [GO:0003677]; magnesium ion binding [GO:0000287]; base-excision repair [GO:0006284]; DNA replication [GO:0006260]; DNA replication, removal of RNA primer [GO:0043137]"	"base-excision repair [GO:0006284]; DNA replication [GO:0006260]; DNA replication, removal of RNA primer [GO:0043137]"
lcl|c214827_g5_i1|m.3692	m.3692	Fibrillar collagen NC1 domain-containing protein* [] (m.3692)														A0A3M6URR0	Fibrillar collagen NC1 domain-containing protein		extracellular matrix structural constituent [GO:0005201]	
lcl|c214830_g3_i4|m.3696	m.3696	 DNA polymerase epsilon subunit 3  [POLE3] (m.3696)	K02326	POLE3	 DNA polymerase epsilon subunit 3 	[EC:2.7.7.7]	57						K02326	"DNA replication, Base excision repair, Nucleotide excision repair"						
lcl|c214832_g3_i2|m.3697	m.3697	 malate dehydrogenase  [MDH1] (m.3697)	K00025	MDH1	 malate dehydrogenase 	[EC:1.1.1.37]	234						K00025	"Carbon metabolism, Citrate cycle, Pyruvate metabolism, Glyoxylate and dicarboxylate metabolism, Carbon fixation in photosynthetic organisms, Proximal tubule bicarbonate reclamation, Cysteine and methionine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments"		A0A2B4R9X0	"Malate dehydrogenase, cytoplasmic"		L-malate dehydrogenase activity [GO:0030060]; carbohydrate metabolic process [GO:0005975]; malate metabolic process [GO:0006108]	carbohydrate metabolic process [GO:0005975]; malate metabolic process [GO:0006108]
lcl|c214891_g1_i1|m.3715	m.3715	 argininosuccinate lyase  [argH] (m.3715)	K01755	argH	 argininosuccinate lyase 	[EC:4.3.2.1]	48						K01755	"Arginine biosynthesis, Alanine, aspartate and glutamate metabolism, Biosynthesis of amino acids, Metabolic pathways, Biosynthesis of secondary metabolites"		A0A3M6TKN7	Uncharacterized protein		argininosuccinate lyase activity [GO:0004056]; arginine biosynthetic process via ornithine [GO:0042450]	arginine biosynthetic process via ornithine [GO:0042450]
lcl|c214915_g6_i2|m.3733	m.3733	Alpha-endosulfine* [] (m.3733)					31									A0A2B4SZA5	Alpha-endosulfine		cytoplasm [GO:0005737]; protein phosphatase inhibitor activity [GO:0004864]; cell cycle [GO:0007049]; cell division [GO:0051301]	cell cycle [GO:0007049]; cell division [GO:0051301]
lcl|c214925_g1_i1|m.3737	m.3737	 large subunit ribosomal protein L15e [RP-L15e] (m.3737)	K02877	RP-L15e	 large subunit ribosomal protein L15e		169						K02877	Ribosome		A0A2B4RCT8	Ribosomal protein L15		ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]
lcl|c214951_g7_i1|m.3746	m.3746	 UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]* [lpxC] (m.3746)					23	K02535	lpxC	 UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]	1		K02535		"Lipopolysaccharide biosynthesis, Metabolic pathways"	G8HT99	Uncharacterized protein			
lcl|c214964_g1_i1|m.3755	m.3755	 translation initiation factor 3 subunit C [EIF3C] (m.3755)	K03252	EIF3C	 translation initiation factor 3 subunit C		14						K03252	RNA transport		A0A2B4RS17	Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8)		eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; translation initiation factor activity [GO:0003743]; translation initiation factor binding [GO:0031369]; formation of cytoplasmic translation initiation complex [GO:0001732]	formation of cytoplasmic translation initiation complex [GO:0001732]
lcl|c214971_g5_i1|m.3758	m.3758	 AFG3 family protein  [AFG3] (m.3758)	K08956	AFG3	 AFG3 family protein 	[EC:3.4.24.-]	178						K08956	Spinocerebellar ataxia		A0A3M6TS12	AAA domain-containing protein		integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]	
lcl|c214971_g6_i7|m.3760	m.3760	 AFG3 family protein  [AFG3] (m.3760)	K08956	AFG3	 AFG3 family protein 	[EC:3.4.24.-]	76						K08956	Spinocerebellar ataxia						
lcl|c214975_g3_i2|m.3761	m.3761	 muconolactone D-isomerase [EC:5.3.3.4]* [catC] (m.3761)					15	K03464	catC	 muconolactone D-isomerase [EC:5.3.3.4]	1		K03464		"Degradation of aromatic compounds, Benzoate degradation, Metabolic pathways, Microbial metabolism in diverse environments"	A0A2B4S0P8	Uncharacterized protein			
lcl|c215059_g3_i1|m.3798	m.3798	 4a-hydroxytetrahydrobiopterin dehydratase  [PCBD] (m.3798)	K01724	PCBD	 4a-hydroxytetrahydrobiopterin dehydratase 	[EC:4.2.1.96]	79						K01724	"Folate biosynthesis, Metabolic pathways"		A0A3M6V4E1	Uncharacterized protein		4-alpha-hydroxytetrahydrobiopterin dehydratase activity [GO:0008124]; tetrahydrobiopterin biosynthetic process [GO:0006729]	tetrahydrobiopterin biosynthetic process [GO:0006729]
lcl|c215093_g1_i2|m.3818	m.3818	 2-iminobutanoate/2-iminopropanoate deaminase  [ridA] (m.3818)	K09022	ridA	 2-iminobutanoate/2-iminopropanoate deaminase 	[EC:3.5.99.10]	90						K09022			A0A2B4RVD0	Ribonuclease UK114			
lcl|c215124_g2_i2|m.3835	m.3835	 protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha  [FNTA] (m.3835)	K05955	FNTA	 protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha 	[EC:2.5.1.58 2.5.1.59]	204						K05955	"Terpenoid backbone biosynthesis, Biosynthesis of secondary metabolites"		A0A2B4SKZ9	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha		protein prenyltransferase activity [GO:0008318]; protein prenylation [GO:0018342]	protein prenylation [GO:0018342]
lcl|c215182_g4_i2|m.3866	m.3866	" 5'-AMP-activated protein kinase, regulatory beta subunit [PRKAB] (m.3866)"	K07199	PRKAB	" 5'-AMP-activated protein kinase, regulatory beta subunit"		150						K07199	"Circadian rhythm, Thermogenesis, FoxO signaling pathway, AMPK signaling pathway, Longevity regulating pathway, Longevity regulating pathway - multiple species, Apelin signaling pathway, Tight junction, Insulin signaling pathway, Adipocytokine signaling pathway, Oxytocin signaling pathway, Glucagon signaling pathway, Insulin resistance, Non-alcoholic fatty liver disease, Hypertrophic cardiomyopathy"		A0A2B4SI44	5'-AMP-activated protein kinase subunit beta-2		kinase activity [GO:0016301]; regulation of catalytic activity [GO:0050790]	regulation of catalytic activity [GO:0050790]
lcl|c215184_g1_i1|m.3868	m.3868	 gamma-glutamyltranspeptidase / glutathione hydrolase  [ggt] (m.3868)	K00681	ggt	 gamma-glutamyltranspeptidase / glutathione hydrolase 	[EC:2.3.2.2 3.4.19.13]	423						K00681	"Taurine and hypotaurine metabolism, Cyanoamino acid metabolism, Glutathione metabolism, Metabolic pathways"		A7SE49	Predicted protein		glutathione hydrolase activity [GO:0036374]; glutathione catabolic process [GO:0006751]	glutathione catabolic process [GO:0006751]
lcl|c215258_g3_i5|m.3905	m.3905	 U4/U6 small nuclear ribonucleoprotein SNU13 [SNU13] (m.3905)	K12845	SNU13	 U4/U6 small nuclear ribonucleoprotein SNU13		48						K12845	"Ribosome biogenesis in eukaryotes, Spliceosome"		A0A2B4SR87	Ribonucloprotein		nucleolus [GO:0005730]; ribonucleoprotein complex [GO:1990904]; RNA binding [GO:0003723]; ribosome biogenesis [GO:0042254]	ribosome biogenesis [GO:0042254]
lcl|c215266_g1_i3|m.3907	m.3907	* [] (m.3907)		KLF3	 krueppel-like factor 3		20	K09207			11		K15605			A0A3M6TFY9	Uncharacterized protein		nucleic acid binding [GO:0003676]	
lcl|c215279_g2_i6|m.3910	m.3910	DUF3456 domain-containing protein* [] (m.3910)					57									A0A3M6TN10	DUF3456 domain-containing protein			
lcl|c215299_g2_i2|m.3927	m.3927	 neuropilin 1* [NRP1] (m.3927)					3	K06724	NRP1	 neuropilin 1	2		K06724		"Axon guidance, Human T-cell leukemia virus 1 infection"	A0A2B4RZD6	EGF-like repeat and discoidin I-like domain-containing protein 3			
lcl|c215313_g3_i2|m.3930	m.3930	 lysosomal Pro-X carboxypeptidase  [PRCP] (m.3930)	K01285	PRCP	 lysosomal Pro-X carboxypeptidase 	[EC:3.4.16.2]	261						K01285	"Protein digestion and absorption, Renin-angiotensin system"		A0A2B4RRS7	Lysosomal Pro-X carboxypeptidase		carboxypeptidase activity [GO:0004180]; serine-type peptidase activity [GO:0008236]	
lcl|c215316_g1_i1|m.3942	m.3942	 phosphoglycerate kinase  [PGK] (m.3942)	K00927	PGK	 phosphoglycerate kinase 	[EC:2.7.2.3]	278						K00927	"Glycolysis / Gluconeogenesis, Carbon metabolism, Carbon fixation in photosynthetic organisms, Biosynthesis of amino acids, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, HIF-1 signaling pathway"		A0A481SZ04	Phosphoglycerate kinase (EC 2.7.2.3)		ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]; glycolytic process [GO:0006096]	glycolytic process [GO:0006096]
lcl|c215321_g8_i1|m.3945	m.3945	 rabankyrin-5 [ANKFY1] (m.3945)	K20129	ANKFY1	 rabankyrin-5		174						K20129			A0A2B4ST64	Ankyrin repeat and FYVE domain-containing protein 1		metal ion binding [GO:0046872]	
lcl|c215384_g1_i4|m.3995	m.3995	 UMP-CMP kinase  [CMPK1] (m.3995)	K13800	CMPK1	 UMP-CMP kinase 	[EC:2.7.4.14]	57						K13800	"Pyrimidine metabolism, Drug metabolism - other enzymes, Metabolic pathways"		A0A2B4SQG2	UMP-CMP kinase (EC 2.7.4.14) (Deoxycytidylate kinase) (CK) (dCMP kinase) (Uridine monophosphate/cytidine monophosphate kinase) (UMP/CMP kinase) (UMP/CMPK)		cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; cytidylate kinase activity [GO:0004127]; uridylate kinase activity [GO:0009041]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; pyrimidine nucleotide biosynthetic process [GO:0006221]	'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; pyrimidine nucleotide biosynthetic process [GO:0006221]
lcl|c215388_g4_i3|m.4003	m.4003	 5'-methylthioadenosine phosphorylase  [mtaP] (m.4003)	K00772	mtaP	 5'-methylthioadenosine phosphorylase 	[EC:2.4.2.28]	181						K00772	"Cysteine and methionine metabolism, Metabolic pathways"		A0A3M6TIH3	S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase)		cytoplasm [GO:0005737]; nucleus [GO:0005634]; S-methyl-5-thioadenosine phosphorylase activity [GO:0017061]; L-methionine salvage from methylthioadenosine [GO:0019509]; purine ribonucleoside salvage [GO:0006166]	L-methionine salvage from methylthioadenosine [GO:0019509]; purine ribonucleoside salvage [GO:0006166]
